%time,Real Time UTC,field.latitude,field.longitude
1.53531067911795E+018,26/08/2018 13:22:19,50.819278717,-1.311439991
1.53531067918702E+018,26/08/2018 13:22:19,50.819278717,-1.311439991
1.5353106792558E+018,26/08/2018 13:22:19,50.819278717,-1.311439991
1.53531067932675E+018,26/08/2018 13:22:19,50.819278717,-1.311439991
1.53531067939553E+018,26/08/2018 13:22:19,50.819278717,-1.311439991
1.53531067946558E+018,26/08/2018 13:22:19,50.819278717,-1.311439991
1.53531067954108E+018,26/08/2018 13:22:20,50.819278717,-1.311439991
1.53531067960939E+018,26/08/2018 13:22:20,50.819278717,-1.311439991
1.53531067967827E+018,26/08/2018 13:22:20,50.819278717,-1.311439991
1.53531067974865E+018,26/08/2018 13:22:20,50.819278717,-1.311439991
1.53531067981724E+018,26/08/2018 13:22:20,50.819278717,-1.311439991
1.53531067988733E+018,26/08/2018 13:22:20,50.819278717,-1.311439991
1.53531067995779E+018,26/08/2018 13:22:20,50.819278717,-1.311439991
1.53531068002637E+018,26/08/2018 13:22:20,50.819278717,-1.311439991
1.53531068009513E+018,26/08/2018 13:22:20,50.819278717,-1.311439991
1.53531068016567E+018,26/08/2018 13:22:20,50.819278717,-1.311439991
1.5353106802399E+018,26/08/2018 13:22:20,50.819278717,-1.311439991
1.53531068030931E+018,26/08/2018 13:22:20,50.819278717,-1.311439991
1.53531068037883E+018,26/08/2018 13:22:20,50.819278717,-1.311439991
1.53531068044879E+018,26/08/2018 13:22:20,50.819278717,-1.311439991
1.53531068051929E+018,26/08/2018 13:22:21,50.819278717,-1.311439991
1.53531068058855E+018,26/08/2018 13:22:21,50.819278717,-1.311439991
1.5353106806578E+018,26/08/2018 13:22:21,50.819278717,-1.311439991
1.53531068072673E+018,26/08/2018 13:22:21,50.819278717,-1.311439991
1.53531068079624E+018,26/08/2018 13:22:21,50.819278717,-1.311439991
1.53531068087079E+018,26/08/2018 13:22:21,50.819278717,-1.3114333153
1.53531068094037E+018,26/08/2018 13:22:21,50.819278717,-1.3114333153
1.53531068101024E+018,26/08/2018 13:22:21,50.819278717,-1.3114333153
1.53531068107996E+018,26/08/2018 13:22:21,50.819278717,-1.3114333153
1.53531068114887E+018,26/08/2018 13:22:21,50.819278717,-1.3114333153
1.53531068122017E+018,26/08/2018 13:22:21,50.819278717,-1.3114333153
